FIPS_Code,State,Area_Name,Rural_Urban_Continuum_Code_2013,Urban_Influence_Code_2013,Metro_2013,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Civilian_labor_force_2010,Employed_2010,Unemployed_2010,Unemployment_rate_2010,Civilian_labor_force_2011,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Civilian_labor_force_2012,Employed_2012,Unemployed_2012,Unemployment_rate_2012,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Civilian_labor_force_2016,Employed_2016,Unemployed_2016,Unemployment_rate_2016,Civilian_labor_force_2017,Employed_2017,Unemployed_2017,Unemployment_rate_2017,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Civilian_labor_force_2021,Employed_2021,Unemployed_2021,Unemployment_rate_2021,Civilian_labor_force_2022,Employed_2022,Unemployed_2022,Unemployment_rate_2022,Median_Household_Income_2021,Med_HH_Income_Percent_of_State_Total_2021
17051,IL,"Fayette County, IL",6,4,0,10267.00,9652.00,615.00,6.00,10059.00,9405.00,654.00,6.50,9842.00,9174.00,668.00,6.80,9885.00,9118.00,767.00,7.80,10064.00,9298.00,766.00,7.60,10192.00,9541.00,651.00,6.40,10199.00,9625.00,574.00,5.60,10305.00,9651.00,654.00,6.30,10222.00,9406.00,816.00,8.00,10094.00,8972.00,1122.00,11.10,11220.00,10083.00,1137.00,10.10,11155.00,10124.00,1031.00,9.20,10645.00,9687.00,958.00,9.00,10118.00,9192.00,926.00,9.20,9753.00,9007.00,746.00,7.60,9718.00,9078.00,640.00,6.60,9786.00,9149.00,637.00,6.50,9688.00,9159.00,529.00,5.50,9844.00,9334.00,510.00,5.20,9965.00,9545.00,420.00,4.20,9758.00,9014.00,744.00,7.60,9842.00,9324.00,518.00,5.30,9677.00,9261.00,416.00,4.30,52610.00,72.90
17053,IL,"Ford County, IL",3,2,1,7342.00,7079.00,263.00,3.60,7342.00,7017.00,325.00,4.40,7223.00,6894.00,329.00,4.60,7158.00,6787.00,371.00,5.20,7207.00,6840.00,367.00,5.10,7306.00,6961.00,345.00,4.70,7378.00,7058.00,320.00,4.30,7321.00,6954.00,367.00,5.00,7170.00,6725.00,445.00,6.20,7080.00,6366.00,714.00,10.10,7279.00,6585.00,694.00,9.50,7129.00,6519.00,610.00,8.60,6957.00,6437.00,520.00,7.50,6726.00,6232.00,494.00,7.30,6640.00,6246.00,394.00,5.90,6662.00,6309.00,353.00,5.30,6683.00,6319.00,364.00,5.40,6462.00,6151.00,311.00,4.80,6471.00,6169.00,302.00,4.70,6374.00,6109.00,265.00,4.20,6191.00,5779.00,412.00,6.70,6236.00,5950.00,286.00,4.60,6312.00,6059.00,253.00,4.00,57483.00,79.60
17055,IL,"Franklin County, IL",4,6,0,17589.00,16427.00,1162.00,6.60,17072.00,15761.00,1311.00,7.70,16995.00,15670.00,1325.00,7.80,17156.00,15652.00,1504.00,8.80,17546.00,16180.00,1366.00,7.80,17640.00,16402.00,1238.00,7.00,17920.00,16735.00,1185.00,6.60,18206.00,16766.00,1440.00,7.90,17913.00,16231.00,1682.00,9.40,17640.00,15320.00,2320.00,13.20,17976.00,15740.00,2236.00,12.40,17609.00,15637.00,1972.00,11.20,17330.00,15475.00,1855.00,10.70,16909.00,14906.00,2003.00,11.80,16642.00,15092.00,1550.00,9.30,16518.00,15180.00,1338.00,8.10,16765.00,15406.00,1359.00,8.10,16609.00,15533.00,1076.00,6.50,16970.00,15929.00,1041.00,6.10,16477.00,15621.00,856.00,5.20,16011.00,14310.00,1701.00,10.60,15791.00,14727.00,1064.00,6.70,15833.00,15017.00,816.00,5.20,49510.00,68.60
17057,IL,"Fulton County, IL",6,5,0,17702.00,16758.00,944.00,5.30,17403.00,16354.00,1049.00,6.00,17364.00,16209.00,1155.00,6.70,17216.00,15875.00,1341.00,7.80,17297.00,16158.00,1139.00,6.60,17671.00,16628.00,1043.00,5.90,17815.00,16906.00,909.00,5.10,17857.00,16903.00,954.00,5.30,17932.00,16733.00,1199.00,6.70,18452.00,16336.00,2116.00,11.50,17564.00,15489.00,2075.00,11.80,17424.00,15589.00,1835.00,10.50,16881.00,15196.00,1685.00,10.00,16194.00,14432.00,1762.00,10.90,15751.00,14389.00,1362.00,8.60,15813.00,14606.00,1207.00,7.60,15871.00,14697.00,1174.00,7.40,15503.00,14512.00,991.00,6.40,15340.00,14396.00,944.00,6.20,15261.00,14443.00,818.00,5.40,14633.00,13365.00,1268.00,8.70,14557.00,13716.00,841.00,5.80,14620.00,13913.00,707.00,4.80,50978.00,70.60
17059,IL,"Gallatin County, IL",8,7,0,2880.00,2710.00,170.00,5.90,2746.00,2582.00,164.00,6.00,2734.00,2539.00,195.00,7.10,2699.00,2464.00,235.00,8.70,2715.00,2523.00,192.00,7.10,2662.00,2496.00,166.00,6.20,2662.00,2513.00,149.00,5.60,2656.00,2490.00,166.00,6.30,2611.00,2397.00,214.00,8.20,2620.00,2356.00,264.00,10.10,2632.00,2377.00,255.00,9.70,2576.00,2347.00,229.00,8.90,2515.00,2302.00,213.00,8.50,2478.00,2245.00,233.00,9.40,2463.00,2286.00,177.00,7.20,2470.00,2305.00,165.00,6.70,2546.00,2352.00,194.00,7.60,2474.00,2327.00,147.00,5.90,2460.00,2314.00,146.00,5.90,2348.00,2234.00,114.00,4.90,2028.00,1830.00,198.00,9.80,1969.00,1846.00,123.00,6.20,2001.00,1900.00,101.00,5.00,48424.00,67.10
17061,IL,"Greene County, IL",6,4,0,6962.00,6606.00,356.00,5.10,6938.00,6554.00,384.00,5.50,6989.00,6582.00,407.00,5.80,6970.00,6552.00,418.00,6.00,6968.00,6559.00,409.00,5.90,7287.00,6898.00,389.00,5.30,7421.00,7084.00,337.00,4.50,7153.00,6793.00,360.00,5.00,6934.00,6510.00,424.00,6.10,6756.00,6186.00,570.00,8.40,6804.00,6167.00,637.00,9.40,6701.00,6116.00,585.00,8.70,6452.00,5907.00,545.00,8.40,6313.00,5769.00,544.00,8.60,6177.00,5756.00,421.00,6.80,6057.00,5685.00,372.00,6.10,6095.00,5740.00,355.00,5.80,6026.00,5720.00,306.00,5.10,6042.00,5749.00,293.00,4.80,6081.00,5831.00,250.00,4.10,5923.00,5522.00,401.00,6.80,5936.00,5644.00,292.00,4.90,5901.00,5659.00,242.00,4.10,53394.00,73.90
17063,IL,"Grundy County, IL",1,1,1,21200.00,20069.00,1131.00,5.30,21218.00,19912.00,1306.00,6.20,20804.00,19228.00,1576.00,7.60,21150.00,19451.00,1699.00,8.00,22036.00,20312.00,1724.00,7.80,23281.00,21611.00,1670.00,7.20,24448.00,23170.00,1278.00,5.20,25660.00,24151.00,1509.00,5.90,26243.00,24292.00,1951.00,7.40,26629.00,23403.00,3226.00,12.10,25918.00,22448.00,3470.00,13.40,25612.00,22320.00,3292.00,12.90,25851.00,22876.00,2975.00,11.50,25968.00,22930.00,3038.00,11.70,25632.00,23364.00,2268.00,8.80,25482.00,23690.00,1792.00,7.00,25767.00,23999.00,1768.00,6.90,26041.00,24528.00,1513.00,5.80,26094.00,24829.00,1265.00,4.80,26332.00,25111.00,1221.00,4.60,25124.00,22969.00,2155.00,8.60,25388.00,24042.00,1346.00,5.30,26492.00,25191.00,1301.00,4.90,83254.00,115.30
17065,IL,"Hamilton County, IL",7,9,0,4002.00,3807.00,195.00,4.90,4012.00,3784.00,228.00,5.70,3992.00,3748.00,244.00,6.10,3932.00,3656.00,276.00,7.00,3965.00,3729.00,236.00,6.00,4114.00,3891.00,223.00,5.40,4254.00,4025.00,229.00,5.40,4295.00,4052.00,243.00,5.70,4218.00,3923.00,295.00,7.00,4059.00,3674.00,385.00,9.50,4007.00,3626.00,381.00,9.50,3914.00,3575.00,339.00,8.70,3907.00,3594.00,313.00,8.00,4084.00,3767.00,317.00,7.80,4332.00,4072.00,260.00,6.00,4384.00,4143.00,241.00,5.50,4273.00,4007.00,266.00,6.20,4468.00,4268.00,200.00,4.50,4497.00,4300.00,197.00,4.40,4444.00,4279.00,165.00,3.70,4245.00,3941.00,304.00,7.20,4257.00,4058.00,199.00,4.70,4301.00,4154.00,147.00,3.40,55409.00,76.70
17067,IL,"Hancock County, IL",7,8,0,10885.00,10415.00,470.00,4.30,10750.00,10114.00,636.00,5.90,10520.00,9922.00,598.00,5.70,10217.00,9502.00,715.00,7.00,10012.00,9408.00,604.00,6.00,10003.00,9506.00,497.00,5.00,9885.00,9424.00,461.00,4.70,9940.00,9397.00,543.00,5.50,9845.00,9161.00,684.00,6.90,9415.00,8359.00,1056.00,11.20,9939.00,8882.00,1057.00,10.60,9623.00,8739.00,884.00,9.20,9235.00,8465.00,770.00,8.30,8889.00,8138.00,751.00,8.40,8881.00,8302.00,579.00,6.50,8928.00,8376.00,552.00,6.20,8868.00,8289.00,579.00,6.50,8532.00,8093.00,439.00,5.10,8536.00,8138.00,398.00,4.70,8450.00,8068.00,382.00,4.50,8097.00,7538.00,559.00,6.90,8082.00,7728.00,354.00,4.40,7970.00,7659.00,311.00,3.90,56700.00,78.50
17069,IL,"Hardin County, IL",9,12,0,1953.00,1829.00,124.00,6.30,1917.00,1785.00,132.00,6.90,1931.00,1783.00,148.00,7.70,1906.00,1739.00,167.00,8.80,1879.00,1720.00,159.00,8.50,1768.00,1630.00,138.00,7.80,1756.00,1627.00,129.00,7.30,1706.00,1566.00,140.00,8.20,1711.00,1550.00,161.00,9.40,1755.00,1561.00,194.00,11.10,1791.00,1596.00,195.00,10.90,1749.00,1560.00,189.00,10.80,1728.00,1545.00,183.00,10.60,1732.00,1536.00,196.00,11.30,1639.00,1495.00,144.00,8.80,1531.00,1401.00,130.00,8.50,1400.00,1269.00,131.00,9.40,1353.00,1250.00,103.00,7.60,1337.00,1237.00,100.00,7.50,1311.00,1229.00,82.00,6.30,1302.00,1172.00,130.00,10.00,1364.00,1268.00,96.00,7.00,1439.00,1365.00,74.00,5.10,47144.00,65.30
17071,IL,"Henderson County, IL",9,8,0,4302.00,4132.00,170.00,4.00,4236.00,4035.00,201.00,4.70,4091.00,3833.00,258.00,6.30,4013.00,3721.00,292.00,7.30,4028.00,3764.00,264.00,6.60,4091.00,3856.00,235.00,5.70,4089.00,3874.00,215.00,5.30,4042.00,3825.00,217.00,5.40,3904.00,3618.00,286.00,7.30,3790.00,3425.00,365.00,9.60,3922.00,3554.00,368.00,9.40,3854.00,3546.00,308.00,8.00,3713.00,3416.00,297.00,8.00,3669.00,3380.00,289.00,7.90,3738.00,3499.00,239.00,6.40,3756.00,3530.00,226.00,6.00,3732.00,3505.00,227.00,6.10,3653.00,3467.00,186.00,5.10,3674.00,3496.00,178.00,4.80,3648.00,3481.00,167.00,4.60,3548.00,3301.00,247.00,7.00,3560.00,3415.00,145.00,4.10,3521.00,3380.00,141.00,4.00,59415.00,82.30
17073,IL,"Henry County, IL",2,2,1,27393.00,26116.00,1277.00,4.70,26784.00,25428.00,1356.00,5.10,26107.00,24699.00,1408.00,5.40,26285.00,24716.00,1569.00,6.00,26584.00,25198.00,1386.00,5.20,27475.00,26247.00,1228.00,4.50,27637.00,26488.00,1149.00,4.20,27721.00,26376.00,1345.00,4.90,27553.00,25848.00,1705.00,6.20,26698.00,24226.00,2472.00,9.30,26769.00,24312.00,2457.00,9.20,26593.00,24508.00,2085.00,7.80,26141.00,24196.00,1945.00,7.40,25491.00,23526.00,1965.00,7.70,25341.00,23642.00,1699.00,6.70,25236.00,23688.00,1548.00,6.10,25322.00,23793.00,1529.00,6.00,25028.00,23750.00,1278.00,5.10,25139.00,23887.00,1252.00,5.00,25168.00,24013.00,1155.00,4.60,23827.00,21932.00,1895.00,8.00,23749.00,22561.00,1188.00,5.00,23673.00,22673.00,1000.00,4.20,62683.00,86.80
17075,IL,"Iroquois County, IL",6,4,0,16460.00,15776.00,684.00,4.20,16332.00,15451.00,881.00,5.40,15842.00,14927.00,915.00,5.80,15838.00,14891.00,947.00,6.00,16006.00,15145.00,861.00,5.40,16617.00,15847.00,770.00,4.60,16446.00,15712.00,734.00,4.50,16753.00,15907.00,846.00,5.00,16729.00,15595.00,1134.00,6.80,16704.00,15088.00,1616.00,9.70,15968.00,14337.00,1631.00,10.20,15644.00,14192.00,1452.00,9.30,15168.00,13860.00,1308.00,8.60,14932.00,13670.00,1262.00,8.50,14927.00,13962.00,965.00,6.50,14778.00,13936.00,842.00,5.70,14860.00,14040.00,820.00,5.50,14621.00,13949.00,672.00,4.60,14538.00,13895.00,643.00,4.40,14418.00,13834.00,584.00,4.10,13612.00,12755.00,857.00,6.30,12998.00,12368.00,630.00,4.80,12523.00,11961.00,562.00,4.50,60736.00,84.10
17077,IL,"Jackson County, IL",3,2,1,30403.00,29133.00,1270.00,4.20,30571.00,29268.00,1303.00,4.30,30586.00,29131.00,1455.00,4.80,30746.00,29092.00,1654.00,5.40,31620.00,30025.00,1595.00,5.00,31671.00,30238.00,1433.00,4.50,32801.00,31492.00,1309.00,4.00,33030.00,31496.00,1534.00,4.60,32416.00,30554.00,1862.00,5.70,32026.00,29666.00,2360.00,7.40,29798.00,27328.00,2470.00,8.30,29629.00,27260.00,2369.00,8.00,29070.00,26781.00,2289.00,7.90,28507.00,26251.00,2256.00,7.90,28464.00,26622.00,1842.00,6.50,28680.00,27083.00,1597.00,5.60,28802.00,27249.00,1553.00,5.40,28103.00,26842.00,1261.00,4.50,28176.00,26908.00,1268.00,4.50,28097.00,27074.00,1023.00,3.60,27284.00,25145.00,2139.00,7.80,27264.00,25742.00,1522.00,5.60,27041.00,25912.00,1129.00,4.20,43334.00,60.00
17079,IL,"Jasper County, IL",7,9,0,5347.00,5090.00,257.00,4.80,5335.00,5052.00,283.00,5.30,5226.00,4939.00,287.00,5.50,5121.00,4774.00,347.00,6.80,5152.00,4839.00,313.00,6.10,5221.00,4912.00,309.00,5.90,5076.00,4826.00,250.00,4.90,5186.00,4917.00,269.00,5.20,5193.00,4849.00,344.00,6.60,4929.00,4472.00,457.00,9.30,5089.00,4633.00,456.00,9.00,4997.00,4607.00,390.00,7.80,4918.00,4540.00,378.00,7.70,4723.00,4351.00,372.00,7.90,4645.00,4345.00,300.00,6.50,4647.00,4357.00,290.00,6.20,4665.00,4373.00,292.00,6.30,4493.00,4269.00,224.00,5.00,4633.00,4403.00,230.00,5.00,4673.00,4482.00,191.00,4.10,4594.00,4314.00,280.00,6.10,4757.00,4552.00,205.00,4.30,4860.00,4682.00,178.00,3.70,59069.00,81.80
17081,IL,"Jefferson County, IL",7,8,0,19151.00,18171.00,980.00,5.10,19413.00,18309.00,1104.00,5.70,19487.00,18375.00,1112.00,5.70,19236.00,18044.00,1192.00,6.20,19490.00,18353.00,1137.00,5.80,20457.00,19418.00,1039.00,5.10,21028.00,20054.00,974.00,4.60,21280.00,20220.00,1060.00,5.00,20794.00,19482.00,1312.00,6.30,20541.00,18559.00,1982.00,9.60,18197.00,16328.00,1869.00,10.30,18172.00,16473.00,1699.00,9.30,17816.00,16167.00,1649.00,9.30,17815.00,16125.00,1690.00,9.50,17616.00,16289.00,1327.00,7.50,17203.00,16040.00,1163.00,6.80,17642.00,16512.00,1130.00,6.40,17510.00,16556.00,954.00,5.40,17845.00,16911.00,934.00,5.20,17491.00,16717.00,774.00,4.40,17039.00,15306.00,1733.00,10.20,16607.00,15556.00,1051.00,6.30,16387.00,15627.00,760.00,4.60,53294.00,73.80
17083,IL,"Jersey County, IL",1,1,1,11167.00,10680.00,487.00,4.40,11044.00,10490.00,554.00,5.00,11055.00,10455.00,600.00,5.40,11037.00,10395.00,642.00,5.80,11192.00,10562.00,630.00,5.60,11533.00,10925.00,608.00,5.30,11771.00,11208.00,563.00,4.80,11820.00,11175.00,645.00,5.50,11773.00,11011.00,762.00,6.50,11513.00,10422.00,1091.00,9.50,11590.00,10521.00,1069.00,9.20,11582.00,10544.00,1038.00,9.00,11350.00,10320.00,1030.00,9.10,11142.00,10147.00,995.00,8.90,11076.00,10276.00,800.00,7.20,11096.00,10392.00,704.00,6.30,11102.00,10455.00,647.00,5.80,10965.00,10436.00,529.00,4.80,11035.00,10504.00,531.00,4.80,11105.00,10636.00,469.00,4.20,10628.00,9825.00,803.00,7.60,10647.00,10176.00,471.00,4.40,10625.00,10254.00,371.00,3.50,68675.00,95.10
17085,IL,"Jo Daviess County, IL",6,6,0,12823.00,12294.00,529.00,4.10,12780.00,12142.00,638.00,5.00,12572.00,11974.00,598.00,4.80,12401.00,11712.00,689.00,5.60,12521.00,11883.00,638.00,5.10,13054.00,12514.00,540.00,4.10,13508.00,12995.00,513.00,3.80,13733.00,13173.00,560.00,4.10,13399.00,12638.00,761.00,5.70,13047.00,11865.00,1182.00,9.10,12424.00,11312.00,1112.00,9.00,12130.00,11166.00,964.00,7.90,11831.00,10930.00,901.00,7.60,11584.00,10703.00,881.00,7.60,11560.00,10843.00,717.00,6.20,11471.00,10842.00,629.00,5.50,11425.00,10810.00,615.00,5.40,11074.00,10580.00,494.00,4.50,11094.00,10616.00,478.00,4.30,10866.00,10441.00,425.00,3.90,10489.00,9613.00,876.00,8.40,10604.00,10126.00,478.00,4.50,10479.00,10092.00,387.00,3.70,67839.00,93.90
17087,IL,"Johnson County, IL",8,6,0,4865.00,4573.00,292.00,6.00,4944.00,4659.00,285.00,5.80,5008.00,4724.00,284.00,5.70,4961.00,4622.00,339.00,6.80,5052.00,4708.00,344.00,6.80,5124.00,4817.00,307.00,6.00,5247.00,4973.00,274.00,5.20,5266.00,4930.00,336.00,6.40,5116.00,4699.00,417.00,8.20,5081.00,4542.00,539.00,10.60,4447.00,3887.00,560.00,12.60,4393.00,3877.00,516.00,11.70,4287.00,3788.00,499.00,11.60,4282.00,3762.00,520.00,12.10,4160.00,3761.00,399.00,9.60,4142.00,3788.00,354.00,8.50,4227.00,3858.00,369.00,8.70,4122.00,3813.00,309.00,7.50,4137.00,3825.00,312.00,7.50,4156.00,3914.00,242.00,5.80,4110.00,3733.00,377.00,9.20,4117.00,3864.00,253.00,6.10,4083.00,3864.00,219.00,5.40,57073.00,79.00
17089,IL,"Kane County, IL",1,1,1,222441.00,213364.00,9077.00,4.10,228646.00,216760.00,11886.00,5.20,232510.00,218106.00,14404.00,6.20,239617.00,223628.00,15989.00,6.70,246972.00,232510.00,14462.00,5.90,250981.00,237220.00,13761.00,5.50,259123.00,248738.00,10385.00,4.00,268353.00,256114.00,12239.00,4.60,271348.00,254554.00,16794.00,6.20,270542.00,242013.00,28529.00,10.50,266908.00,237132.00,29776.00,11.20,267705.00,241479.00,26226.00,9.80,266912.00,243009.00,23903.00,9.00,265252.00,242313.00,22939.00,8.60,265695.00,247318.00,18377.00,6.90,268642.00,253171.00,15471.00,5.80,271322.00,256305.00,15017.00,5.50,269864.00,256822.00,13042.00,4.80,275131.00,261719.00,13412.00,4.90,273865.00,262129.00,11736.00,4.30,262522.00,238193.00,24329.00,9.30,261416.00,245801.00,15615.00,6.00,264745.00,252819.00,11926.00,4.50,90941.00,125.90
17091,IL,"Kankakee County, IL",3,2,1,52559.00,50257.00,2302.00,4.40,52028.00,49345.00,2683.00,5.20,51733.00,48417.00,3316.00,6.40,51443.00,47693.00,3750.00,7.30,51766.00,48008.00,3758.00,7.30,52984.00,49651.00,3333.00,6.30,54286.00,51258.00,3028.00,5.60,55681.00,52139.00,3542.00,6.40,55847.00,51085.00,4762.00,8.50,56061.00,49140.00,6921.00,12.30,56343.00,49205.00,7138.00,12.70,55846.00,49322.00,6524.00,11.70,55378.00,49470.00,5908.00,10.70,55118.00,49328.00,5790.00,10.50,54852.00,50378.00,4474.00,8.20,54342.00,50609.00,3733.00,6.90,54935.00,51381.00,3554.00,6.50,54890.00,51879.00,3011.00,5.50,55781.00,52727.00,3054.00,5.50,56142.00,53435.00,2707.00,4.80,54173.00,49312.00,4861.00,9.00,52624.00,49132.00,3492.00,6.60,52033.00,49298.00,2735.00,5.30,63880.00,88.50
17093,IL,"Kendall County, IL",1,1,1,32510.00,31422.00,1088.00,3.30,33748.00,32282.00,1466.00,4.30,34741.00,32772.00,1969.00,5.70,37357.00,35207.00,2150.00,5.80,40508.00,38338.00,2170.00,5.40,44152.00,41904.00,2248.00,5.10,49588.00,47648.00,1940.00,3.90,55484.00,53021.00,2463.00,4.40,59573.00,56020.00,3553.00,6.00,60203.00,54158.00,6045.00,10.00,62309.00,55943.00,6366.00,10.20,62274.00,56414.00,5860.00,9.40,63731.00,58382.00,5349.00,8.40,64591.00,59137.00,5454.00,8.40,65270.00,61014.00,4256.00,6.50,66247.00,62762.00,3485.00,5.30,67962.00,64414.00,3548.00,5.20,69516.00,66478.00,3038.00,4.40,70260.00,67723.00,2537.00,3.60,71479.00,69021.00,2458.00,3.40,69572.00,63989.00,5583.00,8.00,70284.00,66964.00,3320.00,4.70,73203.00,70254.00,2949.00,4.00,100483.00,139.10
17095,IL,"Knox County, IL",4,5,0,28065.00,26766.00,1299.00,4.60,27167.00,25647.00,1520.00,5.60,26586.00,24755.00,1831.00,6.90,25989.00,23977.00,2012.00,7.70,25762.00,23791.00,1971.00,7.70,25488.00,23659.00,1829.00,7.20,25573.00,24235.00,1338.00,5.20,25536.00,24239.00,1297.00,5.10,25527.00,23851.00,1676.00,6.60,25910.00,23392.00,2518.00,9.70,25303.00,22866.00,2437.00,9.60,24846.00,22658.00,2188.00,8.80,24291.00,22258.00,2033.00,8.40,23650.00,21562.00,2088.00,8.80,23582.00,21936.00,1646.00,7.00,23245.00,21828.00,1417.00,6.10,23035.00,21619.00,1416.00,6.10,22526.00,21356.00,1170.00,5.20,22262.00,21090.00,1172.00,5.30,21859.00,20816.00,1043.00,4.80,21153.00,19307.00,1846.00,8.70,20595.00,19232.00,1363.00,6.60,19932.00,18900.00,1032.00,5.20,47559.00,65.90
17097,IL,"Lake County, IL",1,1,1,339463.00,327689.00,11774.00,3.50,337428.00,322976.00,14452.00,4.30,339624.00,321822.00,17802.00,5.20,342660.00,322982.00,19678.00,5.70,347103.00,328927.00,18176.00,5.20,357699.00,341339.00,16360.00,4.60,365493.00,350047.00,15446.00,4.20,370966.00,352951.00,18015.00,4.90,370463.00,346288.00,24175.00,6.50,362202.00,326251.00,35951.00,9.90,368953.00,332048.00,36905.00,10.00,367799.00,335081.00,32718.00,8.90,365531.00,335653.00,29878.00,8.20,363470.00,334752.00,28718.00,7.90,364629.00,340872.00,23757.00,6.50,367278.00,347425.00,19853.00,5.40,373373.00,353803.00,19570.00,5.20,372970.00,356138.00,16832.00,4.50,379113.00,362070.00,17043.00,4.50,378973.00,363936.00,15037.00,4.00,365945.00,336112.00,29833.00,8.20,366404.00,346754.00,19650.00,5.40,364001.00,348753.00,15248.00,4.20,95895.00,132.80
17099,IL,"LaSalle County, IL",4,3,0,56516.00,53621.00,2895.00,5.10,55998.00,52756.00,3242.00,5.80,55103.00,51276.00,3827.00,6.90,54327.00,50122.00,4205.00,7.70,55206.00,51295.00,3911.00,7.10,57053.00,53630.00,3423.00,6.00,57599.00,54533.00,3066.00,5.30,58999.00,55438.00,3561.00,6.00,59018.00,54355.00,4663.00,7.90,59291.00,52000.00,7291.00,12.30,61782.00,54282.00,7500.00,12.10,60850.00,54331.00,6519.00,10.70,59300.00,53306.00,5994.00,10.10,58068.00,52085.00,5983.00,10.30,57214.00,52516.00,4698.00,8.20,57508.00,53493.00,4015.00,7.00,57348.00,53477.00,3871.00,6.80,56177.00,53036.00,3141.00,5.60,56330.00,53095.00,3235.00,5.70,54964.00,52150.00,2814.00,5.10,52950.00,47896.00,5054.00,9.50,52918.00,49718.00,3200.00,6.00,52113.00,49574.00,2539.00,4.90,64447.00,89.20
17101,IL,"Lawrence County, IL",7,9,0,8116.00,7678.00,438.00,5.40,8112.00,7665.00,447.00,5.50,8240.00,7806.00,434.00,5.30,8199.00,7704.00,495.00,6.00,8303.00,7823.00,480.00,5.80,8410.00,7982.00,428.00,5.10,8418.00,8015.00,403.00,4.80,8389.00,7982.00,407.00,4.90,8280.00,7659.00,621.00,7.50,8161.00,7335.00,826.00,10.10,6694.00,5971.00,723.00,10.80,6575.00,5871.00,704.00,10.70,6453.00,5791.00,662.00,10.30,6323.00,5679.00,644.00,10.20,6347.00,5850.00,497.00,7.80,6155.00,5717.00,438.00,7.10,6200.00,5741.00,459.00,7.40,6095.00,5705.00,390.00,6.40,6049.00,5674.00,375.00,6.20,5941.00,5626.00,315.00,5.30,5832.00,5256.00,576.00,9.90,5550.00,5186.00,364.00,6.60,5133.00,4848.00,285.00,5.60,46525.00,64.40
17103,IL,"Lee County, IL",6,3,0,17749.00,17021.00,728.00,4.10,17565.00,16708.00,857.00,4.90,17330.00,16404.00,926.00,5.30,17234.00,16161.00,1073.00,6.20,17588.00,16597.00,991.00,5.60,18101.00,17201.00,900.00,5.00,18518.00,17704.00,814.00,4.40,18551.00,17602.00,949.00,5.10,18195.00,16925.00,1270.00,7.00,18260.00,16331.00,1929.00,10.60,19198.00,17263.00,1935.00,10.10,18826.00,17118.00,1708.00,9.10,18149.00,16640.00,1509.00,8.30,18074.00,16635.00,1439.00,8.00,18138.00,16995.00,1143.00,6.30,17876.00,16921.00,955.00,5.30,18097.00,17168.00,929.00,5.10,17840.00,17065.00,775.00,4.30,17993.00,17213.00,780.00,4.30,17705.00,17028.00,677.00,3.80,17166.00,15984.00,1182.00,6.90,16976.00,16189.00,787.00,4.60,16695.00,16035.00,660.00,4.00,60542.00,83.80
17105,IL,"Livingston County, IL",4,3,0,19557.00,18841.00,716.00,3.70,19405.00,18556.00,849.00,4.40,18947.00,17973.00,974.00,5.10,18675.00,17598.00,1077.00,5.80,18519.00,17546.00,973.00,5.30,18505.00,17604.00,901.00,4.90,18865.00,18085.00,780.00,4.10,19599.00,18717.00,882.00,4.50,19356.00,18202.00,1154.00,6.00,19243.00,17247.00,1996.00,10.40,19285.00,17342.00,1943.00,10.10,18841.00,17242.00,1599.00,8.50,18146.00,16731.00,1415.00,7.80,17684.00,16261.00,1423.00,8.00,17474.00,16348.00,1126.00,6.40,17287.00,16355.00,932.00,5.40,17097.00,16174.00,923.00,5.40,16684.00,15941.00,743.00,4.50,16732.00,16009.00,723.00,4.30,16662.00,16011.00,651.00,3.90,15957.00,14868.00,1089.00,6.80,15519.00,14735.00,784.00,5.10,15481.00,14868.00,613.00,4.00,61569.00,85.30
